ad_id,suburb,district,bedrooms,bathrooms,land_perches,floor_sqft,price_lkr,price_log
5863235,Dehiwala,Colombo,3,3,3,1500,38000000,17.45309674
5863229,Kadawatha,Gampaha,5,3,19.7,2600,50000000,17.72753358
5863196,Piliyandala,Colombo,4,3,7,3500,44000000,17.59970021
5863190,Ibbagamuwa,Kurunegala,4,2,120,2500,50000000,17.72753358
5837820,Thalawathugoda,Colombo,4,4,6.4,3000,65000000,17.98989784
5843651,Colombo 6,Colombo,4,9,8.5,3000,185000000,19.03586639
5470415,Negombo,Gampaha,5,4,30,2500,160000000,18.89068438
5863470,Negombo,Gampaha,2,1,12.5,2500,36000000,17.39902952
5863429,Rathmalana,Colombo,5,3,26.8,3000,120000000,18.60300231
5863056,Homagama,Colombo,3,2,10,3000,11000000,16.21340592
5731121,Madiha,Other,5,2,20,1600,65000000,17.98989784
5863333,Nugegoda,Colombo,8,6,26,3000,230000000,19.25358987
5863311,Badulla,Badulla,3,2,10.7,1600,65000000,17.98989784
5863301,Pannipitiya,Colombo,5,4,10,4000,49500000,17.71748325
5739904,Colombo 15,Colombo,3,3,15,1754,82500000,18.22830886
5862759,Kandy,Kandy,3,1,13,800,8000000,15.89495222
5863043,Kadawatha,Gampaha,4,3,10,2100,30000000,17.21670797
5817261,Kurunegala,Kurunegala,3,2,30,2000,25000000,17.03438642
5713436,Dehiwala,Colombo,3,2,6,1200,30000000,17.21670797
5862674,Badulla,Badulla,4,1,18,1750,32500000,17.29675068
5863001,Colombo 10,Colombo,6,2,16.3,4800,160000000,18.89068438
5862669,Battaramulla,Colombo,3,3,9,2500,60000000,17.90985514
5862661,Kekenadura,Matara,5,2,15,3000,16800000,16.6368895
5862939,Athurugiriya,Colombo,4,2,9.5,2300,31000000,17.24949779
5862925,Nawala,Colombo,5,3,9,3000,85000000,18.25816183
5862868,Attidiya,Colombo,4,4,15,4000,160000000,18.89068438
493053,Pita Kotte,Colombo,6,6,30,3000,160000000,18.89068438
493095,Battaramulla,Colombo,6,6,30,3000,160000000,18.89068438
5603927,Rajagiriya,Colombo,3,2,9,3500,85000000,18.25816183
5844232,Colombo 5,Colombo,4,4,10,3500,130000000,18.68304502
5718632,Kataragama,Gampaha,4,2,7,2000,19800000,16.80119255
5719178,Wennappuwa,Puttalam,4,2,7,2000,19800000,16.80119255
5721282,Mattala,Other,4,2,7,2000,19800000,16.80119255
5837358,Negombo,Gampaha,4,2,85,3000,120000000,18.60300231
5843015,Colombo 4,Colombo,7,5,15,3000,275000000,19.43228166
5699450,Nugegoda,Colombo,6,6,15,3250,65000000,17.98989784
5700244,Maharagama,Colombo,5,3,18,2000,47000000,17.66565818
5831441,Maharagama,Colombo,4,2,10.5,2750,57500000,17.86729552
5803243,Dehiwala,Colombo,4,1,7.04,2452,46000000,17.64415198
5843210,Colombo 5,Colombo,3,2,4,1600,55000000,17.82284376
5843295,Colombo 5,Colombo,6,4,14,4000,190000000,19.06253464
5821195,Kandy,Gampaha,3,3,41,3300,45000000,17.62217307
5862206,Dunagaha,Other,3,2,15,1400,12500000,16.34123928
5862203,Katunayake,Gampaha,7,1,20,2000,29500000,17.19990086
5862510,Thalawathugoda,Colombo,4,3,15.5,3250,68000000,18.03501828
5862507,Nugegoda,Colombo,7,3,36,2500,252000000,19.34493965
5862504,Dehiwala,Colombo,5,4,22,3000,200000000,19.11382793
5862501,Thalawathugoda,Colombo,4,5,7,2782,92000000,18.33729915
5862494,Pelawatte,Other,4,4,8.75,2600,360000000,19.70161459
5862488,Rajagiriya,Colombo,4,4,25,2600,150000000,18.82614586
5862471,Ethul Kotte,Colombo,4,3,17.8,4000,90000000,18.31532024
5862459,Colombo 5,Colombo,5,5,10,2700,85000000,18.25816183
5862454,Nugegoda,Colombo,5,3,10.45,4000,90000000,18.31532024
5854329,Battaramulla,Colombo,4,4,17.4,3000,175000000,18.98029654
5854322,Boralesgamuwa,Colombo,5,5,14,3000,149000000,18.81945687
5859207,Rajagiriya,Colombo,4,3,10,4585,165000000,18.92145604
5861893,Battaramulla,Colombo,4,3,7,3700,69500000,18.05683732
5861891,Piliyandala,Colombo,5,3,40,3239,100000000,18.42068075
5862197,Colombo 5,Colombo,5,3,23,3000,465000000,19.95754797
5848451,Colombo 5,Colombo,3,2,8.25,2000,145000000,18.79224431
5861779,Colombo 9,Colombo,5,4,15.65,1714,185000000,19.03586639
5862180,Rathmalana,Colombo,6,5,13,3000,90000000,18.31532024
5861746,Meegoda,Colombo,2,2,10.5,1500,20000000,16.81124288
5862095,Panadura,Kalutara,3,1,13.96,1558,16000000,16.58809934
5861726,Athurugiriya,Colombo,4,2,9,2100,36000000,17.39902952
5862080,Colombo 8,Colombo,6,5,23,3000,200000000,19.11382793
5862076,Nawala,Colombo,7,6,25,4500,125000000,18.6438243
5862072,Rajagiriya,Colombo,6,4,15.21,4000,175000000,18.98029654
5862064,Colombo 5,Colombo,4,9,16,4500,300000000,19.51929304
5862056,Colombo 4,Colombo,4,4,16.4,3500,300000000,19.51929304
5862047,Colombo 3,Colombo,5,4,12.8,4000,250000000,19.33697148
5862004,Dehiwala,Colombo,5,4,16.4,2600,85500000,18.26402695
5861979,Colombo 5,Colombo,3,2,8.25,2000,145000000,18.79224431
5861954,colombo 7,Colombo,4,3,10,4200,230000000,19.25358987
5861915,Rajagiriya,Colombo,4,3,10,4585,165000000,18.92145604
5861313,Hokandara,Colombo,4,3,60,3000,124000000,18.63579213
5861306,Battaramulla,Colombo,4,7,38.31,3000,139000000,18.7499845
5834485,Colombo 6,Colombo,4,3,6,2500,105000000,18.46947092
5806288,Rajagiriya,Colombo,4,3,14.5,3500,400000000,19.80697511
5851552,Rajagiriya,Colombo,4,3,40,4500,130000000,18.68304502
5854108,Mount Lavinia,Colombo,4,4,5,3000,65000000,17.98989784
5861209,Angoda,Colombo,5,4,10,3000,47000000,17.66565818
5836562,Battaramulla,Colombo,3,4,10.5,3000,58500000,17.88453733
5861195,Colombo 5,Colombo,5,3,10,2100,85000000,18.25816183
5861181,Colombo 3,Colombo,3,3,21,3000,578000000,20.17508443
5861543,Thalawathugoda,Colombo,3,3,7,3420,95000000,18.36938746
5861538,Thalawathugoda,Colombo,3,3,7,3000,95000000,18.36938746
5861527,Colombo 7,Colombo,3,4,7.4,4800,260000000,19.37619219
5861514,Malabe,Colombo,4,3,74,3000,250000000,19.33697148
5861338,Boralesgamuwa,Colombo,4,4,20,3052,135000000,18.72078534
5860905,Minuwangoda,Colombo,3,2,13.5,1100,14000000,16.45456796
5860830,Malabe,Colombo,4,3,7.23,2100,37500000,17.43985152
5720594,Madiwela,Colombo,4,2,7,200,19800000,16.80119255
5720598,Madiwela,Colombo,3,2,7,333,23630000,16.97802769
5720604,Madiwela,Colombo,4,4,7,315,31190000,17.25560812
5721277,Karapitiya,Gampaha,2,2,7,1000,14630000,16.49858484
5721759,Koggala,Galle,1,1,6,800,11710000,16.27595382
5721774,Godagama,Colombo,4,2,7,2000,19800000,16.80119255
5721796,Meegoda,Colombo,5,5,12,3500,34650000,17.36080831
5721822,Meegoda,Colombo,3,2,7,2000,23630000,16.97802769
5721827,Matale,Matale,2,2,7,1000,14630000,16.49858484
5721637,Madapatha,Colombo,5,5,12,3500,34650000,17.36080831
5721648,Madapatha,Colombo,4,4,7,3150,31190000,17.25560812
5721657,Madapatha,Colombo,3,2,7,2000,23630000,16.97802769
5721677,Mandawala,Other,2,2,7,1000,14630000,16.49858484
5724214,Ampitiya,Kandy,3,2,7,2000,23630000,16.97802769
5724211,Kadugannawa,Kandy,4,4,10,3150,31190000,17.25560812
5724074,Katugastota,Kandy,3,2,7,2000,23630000,16.97802769
5724216,Ampitiya,Kandy,4,4,10,3150,31190000,17.25560812
5860797,Nawalapitiya,Kandy,5,3,9.5,2586,25000000,17.03438642
5724463,Ingiriya,Kalutara,5,5,7,3500,34650000,17.36080831
5724464,Wadduwa,Kalutara,2,2,7,1000,14630000,16.49858484
5724465,Wadduwa,Kalutara,3,2,7,2000,23630000,16.97802769
5724671,Anuradhapura,Anuradhapura,5,5,7,3500,34650000,17.36080831
5724970,Polonnaruwa,Polonnaruwa,3,2,7,2000,23630000,16.97802769
5724703,Mihintale,Anuradhapura,3,2,7,2000,23630000,16.97802769
5752497,Rajagiriya,Colombo,3,2,7.6,2325,72000000,18.09217669
5752698,Colombo 8,Colombo,3,2,7.6,2325,72000000,18.09217669
5861155,Kotikawatta,Colombo,5,3,20,3000,100000000,18.42068075
5860749,Boralesgamuwa,Colombo,7,3,8.2,2200,100000000,18.42068075
5789193,Nugegoda,Colombo,4,3,13.3,2600,100000000,18.42068075
5860453,Thalawathugoda,Colombo,4,4,18.5,4800,130000000,18.68304502
5860442,Thalawathugoda,Colombo,4,2,51,3000,130000000,18.68304502
5860716,Athurugiriya,Colombo,4,3,11.5,2300,24000000,16.99356443
5860416,Kosgama,Other,6,2,20,3815,24000000,16.99356443
5860399,Pelawatte,Colombo,4,3,15,4000,85000000,18.25816183
5860391,Dompe,Gampaha,3,1,12,1100,6500000,15.68731289
5860701,Colombo 8,Colombo,5,4,12,2200,98000000,18.40047805
5860372,Narammala,Other,7,2,26.5,2500,22000000,16.90655306
5853661,Nawala,Colombo,4,3,21,3000,250000000,19.33697148
5860370,Kelaniya,Gampaha,4,2,20,1800,29000000,17.18280642
5860369,Weligama,Matara,4,3,7.94,2700,47000000,17.66565818
5860368,Thorayaya,Kurunegala,2,1,12,900,5500000,15.52025883
5860596,Nugegoda,Colombo,3,2,6,1780,85000000,18.25816183
5827272,Ethul Kotte,Colombo,8,8,18,3000,210000000,19.16261809
5833571,Pita Kotte,Colombo,4,4,10,4500,150000000,18.82614586
5860069,Ethul Kotte,Colombo,6,4,17.5,3800,80000000,18.19753721
5860055,Colombo 4,Colombo,6,7,12.07,3286,200000000,19.11382793
5810265,Ethul Kotte,Colombo,4,3,10,3500,60000000,17.90985514
5840016,Colombo 6,Colombo,4,3,5,1800,85000000,18.25816183
5859996,Piliyandala,Colombo,3,2,9,2500,28500000,17.16541468
5860349,Rathmalana,Colombo,6,5,13,3000,92000000,18.33729915
5859945,Piliyandala,Colombo,3,2,7,2675,69000000,18.04961708
5717011,Colombo 5,Colombo,5,4,12,4000,189000000,19.05725758
5759526,Colombo 7,Colombo,4,4,18.5,4000,462500000,19.95215712
5760137,Colombo 7,Colombo,4,4,23.5,4500,530000000,20.08838757
5304842,Colombo 7,Colombo,4,5,16.5,3000,325000000,19.59933574
5540980,Colombo 7,Colombo,4,4,6.5,3000,250000000,19.33697148
5564702,Colombo 8,Colombo,4,4,22,4000,185000000,19.03586639
5579280,Colombo 7,Colombo,4,3,9.4,2350,210000000,19.16261809
5860291,Pelawatte,Other,4,4,10.3,3500,72000000,18.09217669
5860215,Boralesgamuwa,Colombo,3,1,18,2000,68000000,18.03501828
5860107,Colombo 7,Colombo,4,7,21,3000,315000000,19.5680832
5859669,Kelaniya,Gampaha,3,1,24.4,2000,65000000,17.98989784
5859571,Nugegoda,Colombo,5,7,14.9,3900,85000000,18.25816183
5859561,Pelawatte,Other,4,3,6.9,3700,69500000,18.05683732
5859558,Mount Lavinia,Colombo,4,3,30,3500,120000000,18.60300231
5850064,Nittambuwa,Gampaha,4,2,10,2840,49000000,17.70733088
5859543,Homagama,Colombo,3,1,12,1300,14500000,16.48965928
5859538,Kalubowila,Colombo,4,3,13.7,3732,90000000,18.31532024
5859859,Thalawathugoda,Colombo,4,3,1,3500,55000000,17.82284376
5859855,Dehiwala,Colombo,8,3,1,3000,320000000,19.58383156
5859849,Thalawathugoda,Colombo,3,3,1,2400,55000000,17.82284376
5859845,Athurugiriya,Colombo,3,3,1,2700,32000000,17.28124649
5859843,Pannipitiya,Colombo,5,3,1,2329,35000000,17.37085865
5859840,Battaramulla,Colombo,4,3,1,3000,65000000,17.98989784
5859839,Battaramulla,Colombo,4,3,1,3000,59000000,17.89304802
5859837,Malabe,Colombo,3,3,1,2200,45000000,17.62217307
5752673,Colombo 7,Colombo,5,4,12.5,4000,390000000,19.7816573
5859834,Maharagama,Colombo,4,3,1,2900,41000000,17.52908265
5859689,Seeduwa,Gampaha,3,3,10,2000,22000000,16.90655306
5859673,Thalawathugoda,Colombo,4,3,6.4,3000,69000000,18.04961708
5859185,Koswatta,Colombo,4,4,12,3000,90000000,18.31532024
5743040,Nugegoda,Colombo,3,2,23,2000,55000000,17.82284376
5841200,Udahamulla,Colombo,4,3,7.7,3100,52000000,17.7667543
5859115,Rajagiriya,Colombo,4,3,11.1,2900,95000000,18.36938746
5859107,Battaramulla,Colombo,4,3,7,3700,69500000,18.05683732
5859489,Diyatalawa,Badulla,4,1,19.5,1300,40000000,17.50439004
5859311,Kadugannawa,Kandy,4,2,18,1400,20000000,16.81124288
5859306,Kalubowila,Colombo,8,6,14.5,3000,150000000,18.82614586
5859251,Kundasale,Kandy,2,2,12,1400,21000000,16.86003304
5818405,Kelaniya,Gampaha,5,2,20,3000,42000000,17.5531802
5845654,Pita Kotte,Colombo,7,7,28,3000,295000000,19.50248592
5754554,Moratuwa,Colombo,4,3,10,4500,75000000,18.13299868
5858652,Dehiwala,Colombo,4,3,6.5,1300,85000000,18.25816183
5858695,Pannipitiya,Colombo,6,5,7.5,4800,76500000,18.15280131
5858682,Pelawatte,Colombo,4,3,22,4500,175000000,18.98029654
5843742,Homagama,Colombo,4,2,26,2500,49000000,17.70733088
5838119,Moratuwa,Colombo,4,5,20,4300,65000000,17.98989784
5859034,Thalahena,Colombo,5,2,34.4,3000,85000000,18.25816183
5859033,Malabe,Colombo,5,7,25,3000,120000000,18.60300231
5859018,Colombo 5,Colombo,6,4,30,4000,480000000,19.98929666
5859014,Dehiwala,Colombo,4,3,7.63,3000,61000000,17.92638444
5853908,Colombo 6,Colombo,4,4,12,3500,155000000,18.85893568
5858588,Dodangoda,Colombo,5,2,30,3700,38500000,17.46616883
5858806,Battaramulla,Colombo,3,3,11.2,3200,80000000,18.19753721
5858802,Piliyandala,Colombo,4,3,1,1480,33000000,17.31201815
5858770,Thalawathugoda,Colombo,4,4,10,4000,90000000,18.31532024
5840513,Colombo 4,Colombo,3,3,16.4,3500,300000000,19.51929304
5858397,Thalpitiya,Kalutara,4,3,10.7,2676,27000000,17.11134746
5858323,Colombo 6,Colombo,5,5,10,2500,130000000,18.68304502
5858267,Maharagama,Colombo,3,2,6,3000,65000000,17.98989784
5801216,Minuwangoda,Colombo,4,2,108,4200,47500000,17.67624029
5858482,Hokandara,Colombo,4,4,10,3800,74000000,18.11957566
5858479,Ethul Kotte,Colombo,5,4,34.5,3884,203000000,19.12871654
5858470,Rajagiriya,Colombo,4,4,17.8,3000,265000000,19.39524039
5854073,Colombo 5,Colombo,7,3,15.54,4600,225000000,19.23161096
5854077,Colombo 4,Colombo,4,4,16.4,3500,259000000,19.37233862
5857254,Nawala,Colombo,4,3,12.5,4000,125000000,18.6438243
5773436,Rajagiriya,Colombo,4,4,15,3000,85000000,18.25816183
5858203,Colombo 8,Colombo,4,4,15,3000,360000000,19.70161459
5858201,Rathmalana,Colombo,5,4,17.9,3500,98000000,18.40047805
5857912,Colombo 5,Colombo,5,5,25.9,4500,400000000,19.80697511
5844115,Rathmalana,Colombo,3,2,12,1500,21600000,16.88820392
5857907,Pelawatte,Other,5,4,17.8,4250,70000000,18.06400581
5857903,Homagama,Colombo,4,2,15,3000,26900000,17.10763688
5857902,Siddamulla,Colombo,4,1,10.95,3000,18000000,16.70588237
5821224,Thalawathugoda,Colombo,4,4,28,3850,120000000,18.60300231
5858002,Kirindiwela,Colombo,6,3,56.5,2900,20000000,16.81124288
5605932,Nugegoda,Colombo,4,2,28,3500,98000000,18.40047805
5709341,Colombo 5,Colombo,2,1,7.2,2000,59000000,17.89304802
5757220,Galle,Galle,6,4,14,4100,60000000,17.90985514
5857570,Maharagama,Colombo,3,2,10,1000,27000000,17.11134746
5857514,Nawala,Colombo,4,4,15,3500,180000000,19.00846741
5857500,Athurugiriya,Colombo,3,2,8,2000,27000000,17.11134746
5732600,Malabe,Colombo,3,3,10.2,1700,55000000,17.82284376
5857454,Mirihana,Colombo,4,3,6.09,2500,65000000,17.98989784
5857788,Nedimala,Other,3,2,18,2600,95000000,18.36938746
5857770,Kandana,Gampaha,4,3,6.5,2800,37500000,17.43985152
5857768,Kiribathgoda,Gampaha,5,3,17,4000,45000000,17.62217307
5857766,Kiribathgoda,Gampaha,5,3,12.56,3476,60000000,17.90985514
5857765,Kiribathgoda,Gampaha,4,5,15,2700,70000000,18.06400581
5857763,Kiribathgoda,Gampaha,4,4,19.5,2700,70000000,18.06400581
5857759,Kadawatha,Gampaha,5,6,14,4000,60000000,17.90985514
5857450,Ratnapura,Ratnapura,5,3,53,234,38000000,17.45309674
5857642,Mahabage,Other,6,2,12,3200,50000000,17.72753358
5857600,Maharagama,Colombo,5,2,12,2750,69000000,18.04961708
5811575,Colombo 5,Colombo,3,3,1,3000,409500000,19.83044746
5811607,Colombo 5,Colombo,4,3,1,4000,300000000,19.51929304
5811664,Nawala,Colombo,4,3,1,4000,170000000,18.951309
5806846,Colombo 4,Colombo,5,4,1,2041,110000000,18.51599093
5740228,Colombo 6,Colombo,4,3,8.25,2800,85000000,18.25816183
5769383,Colombo 4,Colombo,3,3,1,3500,185000000,19.03586639
5774023,Colombo 6,Colombo,6,4,1,3500,110000000,18.51599093
5774450,Colombo 4,Colombo,4,4,1,3500,155000000,18.85893568
5746530,Dehiwala,Colombo,8,5,17,4500,240000000,19.29614949
5747281,colombo 7,Colombo,4,3,23.64,4000,496440000,20.02297319
5754827,Colombo 4,Colombo,4,4,1,2800,150000000,18.82614586
5755025,Colombo 6,Colombo,3,2,6,2450,115440000,18.56426148
5764568,Colombo 7,Colombo,5,4,19,3000,430000000,19.87929577
5840480,Rathmalana,Colombo,5,3,1,3000,155000000,18.85893568
5840489,Colombo 5,Colombo,4,3,1,2736,110000000,18.51599093
5841623,Mount Lavinia,Colombo,5,5,1,3000,170000000,18.951309
5808284,Mount Lavinia,Colombo,3,3,1,4000,87500000,18.28714936
5810472,Mount Lavinia,Colombo,4,4,27,3000,115000000,18.5604427
5820962,Dehiwala,Colombo,3,2,1,2500,112000000,18.53400944
5818087,Colombo 5,Colombo,5,4,1,3000,125000000,18.6438243
5819606,Colombo 5,Colombo,4,3,1,2500,140000000,18.75715299
5833942,Battaramulla,Colombo,6,5,1,3000,325000000,19.59933574
5835371,Battaramulla,Colombo,3,3,1,3000,42000000,17.5531802
5836381,Colombo 5,Colombo,4,3,1,3000,115000000,18.5604427
5841632,Colombo 5,Colombo,6,5,1,3000,418000000,19.85099199
5842454,Colombo 5,Colombo,3,2,1,3564,180000000,19.00846741
5842792,Wattala,Gampaha,4,2,1,3500,90000000,18.31532024
5734479,Colombo 6,Colombo,6,4,11.6,3000,120000000,18.60300231
5735931,Mount Lavinia,Colombo,4,3,20,2800,80000000,18.19753721
5735936,Mount Lavinia,Colombo,3,3,15,2500,80000000,18.19753721
5736192,Moratuwa,Colombo,3,3,10,2600,48000000,17.68671159
5748855,Colombo 4,Colombo,5,3,1,3000,190000000,19.06253464
5751601,Dehiwala,Colombo,8,7,1,3000,109500000,18.51143512
5755438,Colombo 3,Colombo,6,5,14.6,3000,320000000,19.58383156
5757237,Moratuwa,Colombo,4,2,19,3000,35000000,17.37085865
5759057,Colombo 5,Colombo,4,3,1,1250,145000000,18.79224431
5761495,Mount Lavinia,Colombo,5,3,1,4200,95000000,18.36938746
5762138,Colombo 14,Colombo,3,2,12.2,1790,83000000,18.23435118
5774467,Colombo 4,Colombo,5,3,1,3500,180000000,19.00846741
5775675,Rathmalana,Colombo,4,2,1,2600,70000000,18.06400581
5775868,Rathmalana,Colombo,6,5,1,3700,88000000,18.29284738
5691410,Dehiwala,Colombo,4,2,18,3000,90000000,18.31532024
5842446,Colombo 5,Colombo,4,3,1,2800,150000000,18.82614586
5842448,Colombo 5,Colombo,4,3,1,2800,150000000,18.82614586
5795540,Colombo 7,Colombo,4,4,1,3150,225000000,19.23161096
5795834,Rathmalana,Colombo,4,4,1,4000,85000000,18.25816183
5795860,Colombo 5,Colombo,4,3,19.8,3000,287100000,19.47534115
5797384,Negombo,Gampaha,2,3,1,1370,37000000,17.4264285
5839931,Thalawathugoda,Colombo,6,5,1,4300,135000000,18.72078534
5797920,Dehiwala,Colombo,4,3,1,3500,130000000,18.68304502
5803739,Colombo 6,Colombo,2,2,10.5,1500,67500000,18.02763817
5804028,Colombo 6,Colombo,4,4,1,3300,120000000,18.60300231
5805676,Battaramulla,Colombo,5,5,1,4345,100000000,18.42068075
5786152,Rajagiriya,Colombo,4,4,1,4000,220000000,19.20913811
5764569,Colombo 5,Colombo,4,6,1,4500,260000000,19.37619219
5766109,Moratuwa,Colombo,3,2,20,3000,20000000,16.81124288
5840697,Malabe,Colombo,3,3,7.5,2700,46000000,17.64415198
5857083,Wattala,Gampaha,3,1,32,2200,150000000,18.82614586
5857434,Bemmulla,Gampaha,3,1,40,1600,16000000,16.58809934
5857047,Biyagama,Other,5,3,10.7,2700,27500000,17.1296966
5857363,Meegoda,Colombo,4,2,16.5,3000,15000000,16.52356083
5857327,Nugegoda,Colombo,6,6,23.5,3200,180000000,19.00846741
5857233,Kaduwela,Colombo,4,2,9,2100,45000000,17.62217307
5857011,Piliyandala,Colombo,6,3,8,2400,46000000,17.64415198
5811852,Nawala,Colombo,4,6,8.75,3000,125000000,18.6438243
5856721,Gampaha,Gampaha,8,8,25,2500,200000000,19.11382793
5856994,Colombo 7,Colombo,5,3,23.64,4000,496440000,20.02297319
5856993,Nugegoda,Colombo,5,7,31,3000,350000000,19.67344372
5856992,Battaramulla,Colombo,6,5,7.25,2552,42000000,17.5531802
5856990,Battaramulla,Colombo,4,4,14,2368,200000000,19.11382793
5856988,Mirihana,Colombo,5,4,15.3,3000,110000000,18.51599093
5856664,Colombo 5,Colombo,4,5,14,3000,260000000,19.37619219
5856975,Ederamulla,Gampaha,5,3,12.56,3476,60000000,17.90985514
5856973,Kandana,Gampaha,4,4,18.6,3800,80000000,18.19753721
5856967,Kadawatha,Gampaha,5,2,10,3000,38500000,17.46616883
5856965,Kadawatha,Gampaha,5,3,7.25,1000,24800000,17.02635425
5856959,Nugegoda,Colombo,8,6,26,3000,260000000,19.37619219
5856954,Battaramulla,Colombo,5,5,30,3000,270000000,19.41393252
5631671,Panadura,Kalutara,5,5,31.525,2518,68000000,18.03501828
5856950,Rajagiriya,Colombo,4,10,16,3000,240000000,19.29614949
5856939,Colombo 7,Colombo,4,10,11,3000,400000000,19.80697511
5856937,Pelawatte,Other,4,4,8.75,2600,360000000,19.70161459
5856935,Nawala,Colombo,4,3,35,4200,225000000,19.23161096
5855902,Gothatuwa,Colombo,5,1,13.8,1450,46000000,17.64415198
5856482,Kiriwatthuduwa,Other,4,3,8.5,2200,21000000,16.86003304
5856466,Kalalgoda,Gampaha,5,4,20,3500,138000000,18.74276425
5856440,Rajagiriya,Colombo,4,4,15,4800,270000000,19.41393252
5485984,Mount Lavinia,Colombo,4,3,20,3000,99000000,18.41063042
5855565,Kandy,Kandy,4,4,30,3500,120000000,18.60300231
5855904,Nugegoda,Colombo,4,3,17,3200,95000000,18.36938746
5855888,Boralesgamuwa,Colombo,6,2,8,4500,39500000,17.49181126
5855868,Nugegoda,Colombo,5,2,10.45,4000,85000000,18.25816183
5855772,Athurugiriya,Colombo,3,2,6.5,2200,37000000,17.4264285
5855737,Rajagiriya,Colombo,4,4,10,4280,96000000,18.37985876
5804885,Rajagiriya,Colombo,2,2,8,1500,30000000,17.21670797
5807619,Maharagama,Colombo,4,4,15,3100,48000000,17.68671159
5855725,Malabe,Colombo,4,2,8,2608,24500000,17.01418372
5855723,Kalutara,Kalutara,6,6,42,2300,45000000,17.62217307
5855720,Colombo 3,Colombo,5,3,12.8,4000,250000000,19.33697148
5855715,Maharagama,Colombo,6,5,14,3000,47000000,17.66565818
5856009,Nugegoda,Colombo,5,4,19,3500,89000000,18.30414694
5855938,Pita Kotte,Colombo,7,7,28,3000,290000000,19.48539148
5854885,Thalawathugoda,Colombo,2,1,24,1500,61250000,17.93047442
5816506,Padukka,Colombo,4,5,19,2738,47000000,17.66565818
5855342,Meegoda,Colombo,3,1,10,1498,13500000,16.41820032
5775706,Piliyandala,Colombo,4,2,10.8,1650,17500000,16.6777115
5855285,Nugegoda,Colombo,6,3,13.7,1500,52500000,17.77632375
5855624,Kelaniya,Gampaha,6,4,19.5,3000,75000000,18.13299868
5855605,Colombo 5,Colombo,6,3,15.54,4000,235000000,19.27509608
5855596,Colombo 5,Colombo,4,3,15.6,3000,234000000,19.27083168
5855452,Piliyandala,Colombo,3,4,8.75,2150,43000000,17.5767107
5843010,Battaramulla,Colombo,3,2,19.71,3407,130000000,18.68304502
5855273,Rajagiriya,Colombo,4,4,22,3000,175000000,18.98029654
5854918,Hokandara,Colombo,4,4,12,3500,59000000,17.89304802
5854887,Dehiwala,Colombo,5,6,8.5,1250,80000000,18.19753721
5854868,Meegoda,Colombo,5,2,10,3000,29000000,17.18280642
5854867,Boralesgamuwa,Colombo,4,4,9.5,1400,31500000,17.26549814
5855255,Colombo 3,Colombo,8,7,15,3000,450000000,19.92475814
5854859,Dehiwala,Colombo,3,2,9.8,2000,45000000,17.62217307
5819891,Battaramulla,Colombo,3,3,15,1600,45000000,17.62217307
5854854,Dehiwala,Colombo,3,1,8,2180,48000000,17.68671159
5855201,Pita Kotte,Colombo,4,4,1,4500,150000000,18.82614586
5855161,Wattala,Gampaha,4,3,14,2500,95000000,18.36938746
5855153,Kohuwala,Colombo,3,2,6.5,2000,85000000,18.25816183
5855142,Colombo 5,Colombo,6,4,30,2000,465000000,19.95754797
5855134,Dehiwala,Colombo,5,7,15,3000,180000000,19.00846741
5855127,Athurugiriya,Colombo,5,4,1,2900,70000000,18.06400581
5855112,Colombo 8,Colombo,4,3,24.5,2500,245000000,19.31676877
5855108,Kohuwala,Colombo,6,5,17,3000,200000000,19.11382793
5855074,Athurugiriya,Colombo,3,2,18.5,1600,29000000,17.18280642
5855072,Colombo 4,Colombo,7,7,1,3000,160000000,18.89068438
5855062,Battaramulla,Colombo,6,5,24,3000,155000000,18.85893568
5855021,Hambantota,Hambantota,2,1,20,2000,6000000,15.60727019
5855015,Hambantota,Hambantota,4,3,20,2500,10000000,16.11809575
5839610,Nawala,Colombo,5,5,20.5,3000,260000000,19.37619219
5854032,Colombo 3,Colombo,5,4,12.8,4000,249000000,19.33296346
5818001,Athurugiriya,Colombo,3,2,18.5,1600,29000000,17.18280642
5832958,Colombo 5,Colombo,4,2,24,2500,183230000,19.02625276
5849869,Rajagiriya,Colombo,3,2,30,3000,210000000,19.16261809
5854837,Dehiwala,Colombo,4,3,10,3400,110000000,18.51599093
5854491,Thalawathugoda,Colombo,4,4,6.5,2600,68000000,18.03501828
5854820,Pita Kotte,Colombo,4,3,23,4200,69000000,18.04961708
5854462,Monaragala,Monaragala,4,2,20,2000,9000000,16.01273525
5854455,Piliyandala,Colombo,5,2,10,2315,34000000,17.34187111
5608269,Moratuwa,Colombo,6,4,10,4500,75000000,18.13299868
5827745,Kalubowila,Colombo,8,10,7.36,3000,109000000,18.50685845
5829996,Colombo 7,Colombo,5,4,12.5,4500,435000000,19.89085659
5836282,Hendala,Colombo,3,4,17.7,2500,105000000,18.46947092
5849268,Battaramulla,Colombo,5,5,11.64,3000,85000000,18.25816183
5854432,Battaramulla,Colombo,4,4,17.4,3000,175000000,18.98029654
5854420,Negombo,Gampaha,5,2,25.2,2853,52500000,17.77632375
5604597,ahangama,Galle,2,1,167,111,80000000,18.19753721
5854091,Kalagedihena,Other,4,3,15,2750,33700000,17.33300842
5853985,Gothatuwa,Colombo,4,4,100,3000,450000000,19.92475814
